Date,Type,Reg,From,To,App,SELDay,SELNight,MELDay,MELNight,TWDay,TWNight,ASEL,AMEL,TAA,HighPerf,CPlex,TWheel,Turbine,Night,ActInst,SimInst,FlightSim,XC,XC50NM,CFI,Dual,PIC,SIC,Total,TotaltoDate,Total:,2812.5,113,1000,1263.3,1466.4,
7/14/16,PA28-161,N245ND,KDKB,KDKB,,2.0,,,,,,0.8,,,,,,,,,,,,,,0.8,,,0.8,0.8,PA28-140,2.3,0,2.3,,2.3,
7/20/16,PA28-161,N245ND,KDKB,KDKB,,3.0,,,,,,1.0,,,,,,,,,0.3,,,,,1.0,,,1.0,1.8,PA28-151,6.7,5,0,,4.9,
7/22/16,PA28-161,N245ND,KDKB,KDKB,,3.0,,,,,,1.1,,,,,,,,,0.2,,,,,1.1,,,1.1,2.9,PA28-161,54.7,37.3,0,,22.7,
8/5/16,PA28-161,N8427G,KDKB,KDKB,,3.0,,,,,,1.2,,,,,,,,,0.2,,,,,1.2,,,1.2,4.1,PA28-181,251.4,10.8,3.1,,251.4,
8/15/16,PA28-161,N8427G,KDKB,KDKB,,4.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,5.1,PA28RT-201,0.8,0.8,0.0,,0.0,
8/19/16,PA28-161,N8427G,KDKB,KDKB,,3.0,,,,,,0.8,,,,,,,,,,,,,,0.8,,,0.8,5.9,PA28-201,42.7,2.4,37.9,,42.7,
8/26/16,PA28-161,N8427G,KDKB,KDKB,,3.0,,,,,,0.8,,,,,,,,,0.3,,,,,0.8,,,0.8,6.7,PA32R-301,2.0,0.0,2.0,,2.0,
9/4/16,PA28-161,N8427G,KDKB,KDKB,,6.0,,,,,,0.9,,,,,,,,,,,,,,0.9,,,0.9,7.6,PA44-180,4.0,0.0,0.5,,4.0,
9/17/16,PA28-161,N8427G,KDKB,KDKB,,3.0,,,,,,0.9,,,,,,,,,0.2,,,,,0.9,,,0.9,8.5,C-140,4.1,4.1,0.0,,4.1,
9/22/16,PA28-161,N8427G,KDKB,KDKB,,6.0,,,,,,1.0,,,,,,,,,,,,,,0.4,0.6,,1.0,9.5,C-150F,3.1,0.0,3.1,,3.1,
10/8/16,PA28-161,N8427G,KDKB,KDKB,,,5.0,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,1.0,10.5,C-150L,32.0,0.0,29.1,,32.0,
10/29/16,PA28-161,N8427G,KDKB,KDKB,,2.0,,,,,,0.9,,,,,,,,,,,,,,0.9,,,0.9,11.4,C-152,66.2,2.5,54.9,,64.6,
11/12/16,PA28-161,N8427G,KDKB,KDKB,,6.0,,,,,,1.0,,,,,,,,,,,,,,0.3,0.7,,1.0,12.4,C-172N,269.6,18.1,219.3,,259.7,
12/10/16,PA28-161,N8427G,KDKB,KARR-KDKB,,4.0,,,,,,1.1,,,,,,,,,,,,,,1.1,,,1.1,13.5,C-172R,66.5,2.7,61.8,,64.7,
1/28/17,PA28-161,N8427G,KDKB,KDKB,,8.0,,,,,,1.1,,,,,,,,,,,,,,1.1,,,1.1,14.6,C-172P,11.2,0.0,11.2,,11.2,
2/5/17,PA28-161,N8427G,KDKB,KARR-KDKB,,4.0,,,,,,1.3,,,,,,,,,,,,,,1.3,,,1.3,15.9,C-182T NAVIII,5.1,3.8,0.0,,4.0,
2/9/17,PA28-161,N8427G,KDKB,KRFD-KDKB,,5.0,,,,,,1.1,,,,,,,,,0.3,,,,,1.1,,,1.1,17.0,C-172R NAVIII,54.9,3.5,51.4,,54.9,
2/18/17,PA28-161,N245ND,KDKB,KARR-KDKB,,5.0,,,,,,1.4,,,,,,,,,,,,,,0.6,0.8,,1.4,18.4,C-172S NAVIII,124.6,2.3,117.5,,124.6,
2/26/17,PA28-161,N245ND,KDKB,KDKB,,2.0,,,,,,0.9,,,,,,,,,,,,,,0.9,,,0.9,19.3,C-182RGT,32.2,0.0,0.0,,32.2,
3/4/17,PA28-161,N245ND,KDKB,KMLI-KCWI-KDKB,,3.0,,,,,,2.5,,,,,,,,,,,2.5,2.5,,2.5,,,2.5,21.8,C-182S,10.4,0,8.7,,10.4,
4/8/17,PA28-161,N245ND,KDKB,KDKB,,3.0,,,,,,0.9,,,,,,,,,0.3,,,,,0.9,,,0.9,22.7,C-310Q,39.3,17.8,0.0,,29.2,
5/6/17,PA28-161,N245ND,KDKB,KMLI-KDKB,,,5.0,,,,,2.3,,,,,,,2.3,,0.4,,2.3,2.3,,2.3,,,2.3,25.0,C-310R,0.9,0.0,0.0,,0.9,
5/7/17,PA28-161,N245ND,KDKB,KMLI-KDKB,,2.0,,,,,,2.2,,,,,,,,,,,2.2,2.2,,,2.2,,2.2,27.2,T-240,6.9,0.0,6.9,,6.9,
5/21/17,PA28-161,N245ND,KDKB,KRPJ-KDKB,,3.0,,,,,,0.9,,,,,,,,,,,,,,0.9,,,0.9,28.1,T-211,24.5,0.0,1.2,,24.5,
5/29/17,PA28-161,N245ND,KDKB,KMSN-KDKB,,2.0,,,,,,2.0,,,,,,,,,,,2.0,2.0,,,2.0,,2.0,30.1,FRASCA 141,0.0,0.0,0.0,,0.0,
6/9/17,PA28-161,N245ND,KDKB,KDKB,,1.0,,,,,,0.6,,,,,,,,,0.1,,,,,0.6,,,0.6,30.7,J3C-85,7.9,1.9,6.0,,7.9,
7/6/17,PA28-161,N245ND,KDKB,KJVL-KDBQ-KDKB,,3.0,,,,,,2.8,,,,,,,,,,,2.8,2.8,,,2.8,,2.8,33.5,RV7A,2.0,0.0,2.0,,2.0,
7/31/17,PA28-161,N8427G,KDKB,KDKB,,3.0,,,,,,1.4,,,,,,,,,0.4,,,,,1.4,,,1.4,34.9,SR20,399.5,0.0,381.1,,399.5,
8/8/17,PA28-161,N8427G,KDKB,KDKB,,3.0,,,,,,1.6,,,,,,,,,,,,,,1.6,,,1.6,36.5,E170 SIM,0.0,0.0,0.0,,0.0,
8/16/17,PA28-161,N8427G,KDKB,KDKB,,1.0,,,,,,1.0,,,,,,,,,0.3,,,,,1.0,,,1.0,37.5,E170-100SU,49.6,0.0,0.0,49.6,0.0,
8/25/17,PA28-161,N8427G,KDKB,KDKB,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,38.5,E170-100SE,32.1,0.0,0.0,32.1,0.0,
9/1/17,PA28-161,N8427G,KDKB,KDPA-KDKB,,2.0,,,,,,1.1,,,,,,,,,,,,,,1.1,,,1.1,39.6,E170-100LR,54.7,0.0,0.0,31.0,0.0,
9/24/17,PA28-161,N245ND,KDKB,KDKB,,4.0,,,,,,2.5,,,,,,,,,0.3,,,,,2.5,,,2.5,42.1,E170-200LR,1150.6,0.0,0.0,1150.6,0.0,
10/8/17,PA28-161,N245ND,KDKB,KDKB,,2.0,,,,,,1.6,,,,,,,,,0.2,,,,,,1.6,,1.6,43.7,,,,,,,
10/19/17,PA28-161,N8427G,KDKB,KRFD-KDKB,,2.0,,,,,,1.5,,,,,,,,,,,1.5,,,,1.5,,1.5,45.2,Individual Cats,2812.5,113.0,1000.0,1263.3,1466.4,
10/21/17,PA28-181,N9257C,KDKB,KIKK-KDKB,,3.0,,,,,,2.3,,,,,,,,,0.5,,2.1,,,,2.3,,2.3,47.5,PA28,358.6,56.3,43.3,,324.0,
11/6/17,PA28-181,N9257C,KDKB,KDKB,,,4.0,,,,,1.3,,,,,,,1.3,,,,,,,,1.3,,1.3,48.8,PA32,2.0,0.0,2.0,,2.0,
11/15/17,PA28-161,N8427G,KDKB,KDKB,,1.0,,,,,,1.2,,,,,,,,,,,,,,,1.2,,1.2,50.0,PA44,4.0,0.0,0.5,,4.0,
11/22/17,PA28-181,N9257C,KDKB,KMTO-KDKB,,2.0,,,,,,3.3,,,,,,,,,1.2,,3.3,3.3,,,3.3,,3.3,53.3,C-140,4.1,4.1,0.0,,4.1,
11/26/17,PA28-181,N9257C,KEZI,KPNT-KDKB,,3.0,,,,,,1.5,,,,,,,,,0.7,,1.5,1.5,,,1.5,,1.5,54.8,C-150,35.1,0.0,32.2,,35.1,
12/2/17,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.3,,,,,,,,,,,,,,,1.3,,1.3,56.1,C-152,66.2,2.5,54.9,,64.6,63.7
12/3/17,PA28-181,N9257C,KDKB,KMSN-KDKB,,1.0,1.0,,,,,2.2,,,,,,,0.5,,0.8,,2.2,2.2,,,2.2,,2.2,58.3,C-172,526.8,26.6,461.2,,515.1,
12/10/17,PA28-181,N9257C,KDKB,KGBG-KDKB,,2.0,,,,,,2.3,,,,,,,,,0.9,,2.3,2.3,,,2.3,,2.3,60.6,C-182,47.7,3.8,8.7,,46.6,
12/23/17,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,0.6,,,,,,,,,,,,,,,0.6,,0.6,61.2,C-310,40.2,17.8,0.0,,30.1,
1/19/18,PA28-161,N245ND,KDKB,KRAC-KDKB,,2.0,,,,,,2.2,,,,,,,,,,,2.2,2.2,,,2.2,,2.2,63.4,T-240,6.9,0.0,6.9,,6.9,
2/25/18,PA28-181,N9257C,KDKB,57C-KDKB,,2.0,,,,,,1.9,,,,,,,,,1.0,,1.9,1.9,,,1.9,,1.9,65.3,T-211,24.5,0.0,1.2,,24.5,
3/2/18,PA28-181,N9257C,KDKB,KDBQ-KDKB,,2.0,,,,,,2.6,,,,,,,,,1.0,,2.6,2.6,,,2.6,,2.6,67.9,J3C-85,7.9,1.9,6.0,,7.9,
3/3/18,PA28-181,N9257C,KDKB,KBMI-KDKB,,2.0,,,,,,2.5,,,,,,,,,,,2.5,2.5,,,2.5,,2.5,70.4,RV7A,2.0,0.0,2.0,,2.0,
3/4/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.2,,,,,,,,,1.0,,,,,,1.2,,1.2,71.6,SR20,399.5,0.0,381.1,,399.5,
3/11/18,PA28-181,N9257C,KDKB,KPNT-KDKB,,2.0,,,,,,2.4,,,,,,,,,1.2,,2.4,2.4,,,2.4,,2.4,74.0,E170,1287.0,0.0,0.0,1263.3,0.0,
3/18/18,PA28-181,N9257C,KDKB,KPVB-KDKB,,2.0,,,,,,2.7,,,,,,,,,1.0,,2.7,2.7,,,2.7,,2.7,76.7,,,,,,,
3/25/18,PA28-181,N9257C,KDKB,KUNU-KDKB,,2.0,,,,,,2.3,,,,,,,,,0.9,,2.3,2.3,,,2.3,,2.3,79.0,,,,,,,
3/28/18,PA28-181,N9257C,KDKB,KMSN,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,80.0,,,,,,,
3/20/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.5,,,,,,,,,1.0,,,,,,1.5,,1.5,81.5,,,,,,,
4/8/18,PA28-181,N9257C,KDKB,KVYS-KDKB,,1.0,,,,,,1.2,,,,,,,,,0.9,,1.2,,,,1.2,,1.2,82.7,,,,,,,
4/22/18,PA28-181,N9257C,KDKB,KLSE-KDKB,,2.0,,,,,,3.3,,,,,,,,,1.4,,3.3,3.3,,,3.3,,3.3,86.0,,,,,,,
5/6/18,PA28-181,N9257C,KDKB,KVYS-KSQI-KDKB,,3.0,,,,,,2.2,,,,,,,,,0.5,,2.2,,,,2.2,,2.2,88.2,,,,,,,
5/27/18,PA28-181,N9257C,KDKB,C73-KSQI-KEZI-KDKB,,5.0,,,,,,2.6,,,,,,,,,1.9,,2.6,2.6,,,2.6,,2.6,90.8,,,,,,,
6/3/18,PA28-181,N9257C,KDKB,KRPJ-KSQI-KDKB,,,4.0,,,,,1.7,,,,,,,1.7,,,,1.5,,,,1.7,,1.7,92.5,,,,,,,
6/7/18,PA28-181,N9257C,KDKB,KRFD-KDKB,,1.0,,,,,,1.7,,,,,,,,,1.3,,1.7,,,,1.7,,1.7,94.2,,,,,,,
6/8/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,0.9,,,,,,,,,,,,,,,0.9,,0.9,95.1,,,,,,,
6/14/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.8,,,,,,,,,,,,,,,1.8,,1.8,96.9,,,,,,,
6/17/18,PA28-181,N9257C,KDKB,C09-KSQI-KDKB,,3.0,,,,,,2.5,,,,,,,,,1.8,,2.5,,,,2.5,,2.5,99.4,,,,,,,
6/23/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.8,,,,,,,,,1.5,,,,,,1.8,,1.8,101.2,,,,,,,
6/24/18,PA28-181,N9257C,KDKB,KVTI-KDKB,,2.0,,,,,,3.2,,,,,,,,,,,3.2,3.2,,,3.2,,3.2,104.4,,,,,,,
6/27/18,PA28-181,N9257C,KDKB,C73-KDKB,,2.0,,,,,,2.2,,,,,,,,,1.7,,2.2,,,,2.2,,2.2,106.6,,,,,,,
7/7/18,PA28-181,N9257C,KDKB,KSQI-C73-KDKB,,2.0,,,,,,2.3,,,,,,,,,1.5,,2.3,,,,2.3,,2.3,108.9,,,,,,,
7/11/18,PA28-181,N9257C,KDKB,KSQI-KDKB,,2.0,,,,,,1.6,,,,,,,,,,,1.6,,,,1.6,,1.6,110.5,,,,,,,
7/15/18,PA28-181,N9257C,KDKB,C09-KPNT-KDKB,,1.0,,,,,,1.3,,,,,,,,,1.0,,1.3,,,,1.3,,1.3,111.8,,,,,,,
7/17/18,PA28-181,N9257C,KDKB,KSFY-KDKB,,3.0,,,,,,1.9,,,,,,,,,,,1.9,,,,1.9,,1.9,113.7,,,,,,,
7/18/18,PA28-181,N9257C,KDKB,KBUU-3CK,,,3.0,,,,,1.6,,,,,,,1.6,,,,1.6,,,,1.6,,1.6,115.3,,,,,,,
7/23/18,PA28-181,N9257C,KDKB,KEFT-KDKB,,2.0,,,,,,1.9,,,,,,,,,,,1.9,,,,1.9,,1.9,117.2,,,,,,,
7/25/18,PA28-181,N9257C,KDKB,KRFD-KDKB,,2.0,,,,,,1.3,,,,,,,,,,,1.3,,,,1.3,,1.3,118.5,,,,,,,
8/9/18,PA28-181,N9257C,KDKB,57C-KDKB,,2.0,,,,,,1.7,,,,,,,,,,,1.7,,,,1.7,,1.7,120.2,,,,,,,
8/10/18,PA28-181,N9257C,KDKB,KBUU-KDKB,,2.0,1.0,,,,,1.9,,,,,,,0.3,,,,1.9,,,,1.9,,1.9,122.1,,,,,,,
8/17/18,PA28-181,N9257C,KDKB,KDKB,,2.0,,,,,,0.6,,,,,,,,,,,,,,,0.6,,0.6,122.7,,,,,,,
8/19/18,PA28-181,N9257C,KDKB,KSQI-KDKB,,2.0,,,,,,1.7,,,,,,,,,1.2,,1.7,,,,1.7,,1.7,124.4,,,,,,,
8/22/18,PA28-181,N9257C,KDKB,KVPZ-KDKB,,2.0,,,,,,2.2,,,,,,,,,,,2.2,,,,2.2,,2.2,126.6,,,,,,,
8/26/18,PA28-181,N9257C,KDKB,KFEP-KDKB,,2.0,,,,,,2.3,,,,,,,,,1.9,,2.3,,,,2.3,,2.3,128.9,,,,,,,
8/31/18,PA28-181,N9257C,KDKB,C73-KDKB,,4.0,,,,,,2.1,,,,,,,,,1.5,,1.9,,,,2.1,,2.1,131.0,,,,,,,
9/3/18,PA28-181,N9257C,KDKB,KDKB,,2.0,,,,,,1.2,,,,,,,,,1.0,,,,,,1.2,,1.2,132.2,,,,,,,
9/8/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.4,,,,,,,,,1.0,,,,,,1.4,,1.4,133.6,,,,,,,
9/14/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.6,,,,,,,,,1.1,,,,,,1.6,,1.6,135.2,,,,,,,
9/18/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.1,,,,,,,,,,,,,,,1.1,,1.1,136.3,,,,,,,
9/23/18,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,2.0,,,,,,,,,1.7,,,,,,2.0,,2.0,138.3,,,,,,,
9/27/18,PA28-181,N9257C,KDKB,KRFD-KDKB,,2.0,,,,,,1.5,,,,,,,,,1.1,,1.5,,,,1.5,,1.5,139.8,,,,,,,
9/29/18,PA28-181,N9257C,KDKB,KBRl-KDKB,,2.0,,,,,,3.0,,,,,,,,,1.7,,3.0,3.0,,,3.0,,3.0,142.8,,,,,,,
10/19/18,PA28-151,N33763,KDKB,KDKB,1.0,1.0,,,,,,1.8,,,,,,,,1.4,,,,,,1.8,,,1.8,144.6,,,,,,,
11/2/18,PA28-151,N33763,KDKB,KDKB,1.0,1.0,,,,,,1.6,,,,,,,,,1.3,,,,,1.6,1.6,,1.6,146.2,,,,,,,
12/6/18,PA28-161,N8427G,KDKB,KJVL-KDKB,3.0,2.0,,,,,,2.1,,,,,,,,,1.8,,,,,2.1,2.1,,2.1,148.3,,,,,,,
12/17/18,PA28-161,N8427G,KDKB,KDKB,2.0,1.0,,,,,,1.3,,,,,,,,,0.9,,,,,1.3,1.3,,1.3,149.6,,,,,,,
1/3/19,PA28-161,N8427G,KDKB,KJVL-KDKB,2.0,1.0,,,,,,1.9,,,,,,,,,1.6,,,,,1.9,1.9,,1.9,151.5,,,,,,,
1/3/19,PA28-151,N33763,KDKB,KDKB,,1.0,,,,,,0.8,,,,,,,,,,,,,,,0.8,,0.8,152.3,,,,,,,
1/4/19,PA28-151,N33763,KDKB,KDKB,,1.0,,,,,,0.9,,,,,,,,,,,,,,,0.9,,0.9,153.2,,,,,,,
1/18/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.4,,,,,,,,,,,,,,,1.4,,1.4,154.6,,,,,,,
2/15/19,PA28-151,N33763,KDKB,KSQI-KDKB,,1.0,,,,,,1.6,,,,,,,,,1.3,,,,,1.6,1.6,,1.6,156.2,,,,,,,
2/16/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.8,,,,,,,,,,,,,,,1.8,,1.8,158.0,,,,,,,
2/18/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.7,,,,,,,,,0.5,,,,,,1.7,,1.7,159.7,,,,,,,
2/22/19,PA28-181,N9257C,KDKB,KGBG-KDKB,,2.0,,,,,,2.9,,,,,,,,,1.1,,2.9,2.9,,,2.9,,2.9,162.6,,,,,,,
2/28/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.5,,,,,,,,,,,,,,,1.5,,1.5,164.1,,,,,,,
3/3/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.3,,,,,,,,,,,,,,,1.3,,1.3,165.4,,,,,,,
3/8/19,PA28-181,N9257C,KDKB,KSBM-KDKB,,2.0,,,,,,2.7,,,,,,,,,,,2.7,2.7,,,2.7,,2.7,168.1,,,,,,,
3/16/19,PA28-181,N9257C,KDKB,KPCD-KMDH-KDKB,,3.0,,,,,,5.3,,,,,,,,,,,5.3,5.3,,,5.3,,5.3,173.4,,,,,,,
3/22/19,PA28RT-201,N2895C,KDKB,KDKB,,1.0,,,,,,0.8,,,,0.8,,,,,,,,,,0.8,,,0.8,174.2,,,,,,,
3/31/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.3,,,,,,,,,,,,,,,1.3,,1.3,175.5,,,,,,,
4/6/19,PA28-181,N9257C,KDKB,KMTO-KDKB,,2.0,,,,,,3.4,,,,,,,,,1.5,,3.4,3.4,,,3.4,,3.4,178.9,,,,,,,
4/13/19,PA28-181,N9257C,KDKB,KTYQ-KDKB,,2.0,,,,,,3.6,,,,,,,,,,,3.6,3.6,,,3.6,,3.6,182.5,,,,,,,
4/16/19,PA28-181,N9257C,KDKB,KLNR-KDKB,,2.0,,,,,,2.3,,,,,,,,,,,2.3,2.3,,,2.3,,2.3,184.8,,,,,,,
4/20/19,PA28-181,N9257C,KDKB,KMSN-KDKB,,2.0,,,,,,2.6,,,,,,,,,0.8,,2.6,2.6,,,2.6,,2.6,187.4,,,,,,,
4/21/19,PA28-181,N9257C,KDKB,KDKB,,2.0,,,,,,1.8,,,,,,,,,1.5,,,,,,1.8,,1.8,189.2,,,,,,,
4/27/19,PA28-181,N9257C,KDKB,KDKB,,,3.0,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,190.2,,,,,,,
5/3/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.3,,,,,,,,,,,,,,,1.3,,1.3,191.5,,,,,,,
5/4/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,2.4,,,,,,,,,1.2,,,,,,2.4,,2.4,193.9,,,,,,,
5/10/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.4,,,,,,,,,1.0,,,,,,1.4,,1.4,195.3,,,,,,,
5/11/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,2.0,,,,,,,,,1.7,,,,,,2.0,,2.0,197.3,,,,,,,
5/16/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.4,,,,,,,,,,,,,,,1.4,,1.4,198.7,,,,,,,
5/18/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,2.0,,,,,,,,,1.6,,,,,2.0,2.0,,2.0,200.7,,,,,,,
5/23/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.3,,,,,,,,,,,,,,,1.3,,1.3,202.0,,,,,,,
5/24/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.0,,,,,,,,,0.6,,,,,,1.0,,1.0,203.0,,,,,,,
5/30/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.1,,,,,,,,,,,,,,,1.1,,1.1,204.1,,,,,,,
6/3/19,PA28-181,N9257C,KDKB,C09-KDKB,,2.0,,,,,,2.3,,,,,,,,,2.0,,2.3,,,,2.3,,2.3,206.4,,,,,,,
6/5/19,PA28-181,N9257C,KDKB,KJVL-KDKB,,2.0,,,,,,2.1,,,,,,,,,1.8,,2.1,,,,2.1,,2.1,208.5,,,,,,,
6/6/19,PA28-181,N9257C,KDKB,KMDH,,1.0,,,,,,2.5,,,,,,,,,,,2.5,2.5,,,2.5,,2.5,211.0,,,,,,,
6/7/19,PA28-181,N9257C,KMDH,KDKB,,1.0,,,,,,2.8,,,,,,,,,,,2.8,2.8,,,2.8,,2.8,213.8,,,,,,,
6/9/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.4,,,,,,,,,1.0,,,,,,1.4,,1.4,215.2,,,,,,,
6/11/19,PA28-181,N9257C,KDKB,KPIA-KCMI-KDKB,,3.0,,,,,,3.3,,,,,,,,,2.5,,3.3,3.3,,3.3,3.3,,3.3,218.5,,,,,,,
6/16/19,PA28-181,N9257C,KDKB,KMSN-KDKB,,2.0,,,,,,2.5,,,,,,,,,,,2.5,2.5,,,2.5,,2.5,221.0,,,,,,,
6/17/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.3,,,,,,,,,,,,,,,1.3,,1.3,222.3,,,,,,,
6/22/19,PA28-181,N9257C,KDKB,KSQI-KDKB,,2.0,,,,,,2.3,,,,,,,,,1.5,,2.3,,,,2.3,,2.3,224.6,,,,,,,
6/26/19,PA28-181,N9257C,KDKB,KMSN-KJVL-KDKB,,1.0,,,,,,2.8,,,,,,,,,2.5,,2.5,2.5,,2.8,2.8,,2.8,227.4,,,,,,,
6/27/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.2,,,,,,,,,0.8,,,,,1.2,1.2,,1.2,228.6,,,,,,,
6/29/19,PA28-181,N9257C,KDKB,KRFD-KDKB,3.0,1.0,,,,,,1.5,,,,,,,,,,,2.3,2.3,,1.5,1.5,,1.5,230.1,,,,,,,
7/4/19,PA28-181,N9257C,KDKB,KMSN-KDKB,,2.0,,,,,,2.3,,,,,,,,,1.4,,,,,,2.3,,2.3,232.4,,,,,,,
7/5/19,PA28-181,N9257C,KDKB,KDKB,,1.0,,,,,,1.3,,,,,,,,,,,,,,,1.3,,1.3,233.7,,,,,,,
7/6/19,PA28-181,N9257C,KDKB,KDKB,,,3.0,,,,,2.3,,,,,,,2.3,,1.0,,,,,,2.3,,2.3,236.0,,,,,,,
7/12/19,PA28-181,N9257C,KDKB,44C-KDKB,,2.0,,,,,,2.2,,,,,,,,,1.5,,2.2,,,,2.2,,2.2,238.2,,,,,,,
7/14/19,PA28-181,N9257C,KDKB,44C-KDKB,,2.0,,,,,,2.3,,,,,,,,,1.8,,2.3,,,,2.3,,2.3,240.5,,,,,,,
7/17/19,PA28-181,N9257C,KDKB,KJVL,,1.0,,,,,,0.7,,,,,,,,,1.3,,0.7,,,,0.7,,0.7,241.2,,,,,,,
7/17/19,PA28-181,N9257C,KJVL,KJVL,,1.0,,,,,,1.4,,,,,,,,,,,,,,,1.4,,1.4,242.6,,,,,,,
7/17/19,PA28-181,N9257C,KJVL,KDKB,,1.0,,,,,,0.8,,,,,,,,,1.0,,,,,,0.8,,0.8,243.4,,,,,,,
7/31/19,PA28-181,N9257C,KDKB,KDKB,1.0,1.0,,,,,,1.2,,,,,,,,,0.3,,,,,,1.2,,1.2,244.6,,,,,,,
8/1/19,PA28-181,N9257C,KDKB,KDKB,3.0,1.0,,,,,,1.4,,,,,,,,,1.0,,,,,,1.4,,1.4,246.0,,,,,,,
8/3/19,PA28-181,N9257C,KDKB,KCMI-KDKB,2.0,,2.0,,,,,2.6,,,,,,,2.6,,0.6,,2.6,2.6,,,2.6,,2.6,248.6,,,,,,,
8/7/19,PA28-181,N9257C,KDKB,KIGQ-KDKB,,2.0,,,,,,1.8,,,,,,,,,,,1.8,1.8,,,1.8,,1.8,250.4,,,,,,,
8/9/19,PA28-181,N9257C,KDKB,KDKB,1.0,2.0,,,,,,1.2,,,,,,,,,0.4,,,,,,1.2,,1.2,251.6,,,,,,,
8/11/19,PA28-181,N9257C,KDKB,KMSN-KDKB,2.0,2.0,,,,,,2.2,,,,,,,,2.2,,,2.2,2.2,,,2.2,,2.2,253.8,,,,,,,
9/10/19,C-172N,N737SY,KMDH,KMDH,1.0,2.0,,,,,,1.2,,1.2,,,,,,,0.2,,,,,1.2,,,1.2,255.0,,,,,,,
9/13/19,C-172N,N737SY,KMDH,KMDH,,3.0,,,,,,1.1,,1.1,,,,,,,,,,,,1.1,,,1.1,256.1,,,,,,,
9/19/19,C-172N,N737SY,KMDH,KMDH,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,257.1,,,,,,,
9/20/19,C-172N,N737SY,KMDH,KMWA-KMDH,,4.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,258.1,,,,,,,
10/1/19,C-172N,N737SY,KMDH,KMDH,,3.0,,,,,,0.9,,0.9,,,,,,,,,,,,0.9,,,0.9,259.0,,,,,,,
10/3/19,C-172N,N737SY,KMDH,KMDH,,5.0,,,,,,0.9,,0.9,,,,,,,,,,,,0.9,,,0.9,259.9,,,,,,,
10/10/19,C-172N,N737SY,KMDH,H96-KMDH,,2.0,,,,,,1.1,,1.1,,,,,,,,,,,,1.1,,,1.1,261.0,,,,,,,
10/10/19,C-172N,N737SY,KMDH,KMDH,,,10.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,262.0,,,,,,,
10/13/19,PA28-181,N9257C,KMDH,KCGI,,1.0,,,,,,3.1,,,,,,,,,,,3.1,3.1,,,3.1,,3.1,265.1,,,,,,,
10/21/19,C-172N,N5432E,KDKB,KCPS-KMDH,,2.0,,,,,,1.8,,,,,,,1.8,,,,1.8,1.8,,,1.8,,1.8,266.9,,,,,,,
10/23/19,C-172N,N737SY,KMDH,KMVN-KMDH,,2.0,,,,,,1.5,,,,,,,1.5,,,,,,,,1.5,,1.5,268.4,,,,,,,
10/28/19,C-172N,N737SY,KMDH,KMDH,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,269.4,,,,,,,
