Date,Type,Reg,From,To,App,SELDay,SELNight,MELDay,MELNight,TWDay,TWNight,ASEL,AMEL,TAA,HighPerf,CPlex,TWheel,Turbine,Night,ActInst,SimInst,FlightSim,XC,XC50NM,CFI,Dual,PIC,SIC,Total,TotaltoDate,Total:,2812.5,113,1000,1263.3,1466.4,
1/31/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1267.1,,,,,,,
2/1/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1268.2,,,,,,,
2/1/22,SR20,N48VU,KEYE,5I4-KEYE,,2.0,,,,,,0.8,,0.8,0.8,,,,,,,,0.8,,0.8,,0.8,,0.8,1269.0,,,,,,,
2/1/22,C-172S NAVIII,N678RB,2R2,2R2,,1.0,,,,,,1.2,,1.2,,,,,,,,,,,1.2,,1.2,,1.2,1270.2,,,,,,,
2/6/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1271.1,,,,,,,
2/6/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1272.2,,,,,,,
2/6/22,SR20,N45VU,KEYE,KEYE,,,1.0,,,,,0.8,,0.8,0.8,,,,0.8,,,,,,0.8,,0.8,,0.8,1273.0,,,,,,,
2/6/22,C-172S NAVIII,N678RB,2R2,2R2,,1.0,,,,,,1.2,,1.2,,,,,,,,,,,1.2,,1.2,,1.2,1274.2,,,,,,,
2/7/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,0.3,,0.3,0.3,,,,,,,,,,0.3,,0.3,,0.3,1274.5,,,,,,,
2/8/22,SR20,N42VU,KEYE,KTYQ,,1.0,,,,,,0.6,,0.6,0.6,,,,,,,,0.6,,0.6,,0.6,,0.6,1275.1,,,,,,,
2/8/22,SR20,N43VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1276.0,,,,,,,
2/8/22,SR20,N45VU,KEYE,KEYE,,,1.0,,,,,1.2,,1.2,1.2,,,,0.5,,,,,,1.2,,1.2,,1.2,1277.2,,,,,,,
2/8/22,SR20,N45VU,KEYE,KEYE,,,1.0,,,,,0.9,,0.9,0.9,,,,0.9,,,,,,0.9,,0.9,,0.9,1278.1,,,,,,,
2/8/22,SR20,N47VU,KEYE,KTYQ-KEYE,,,2.0,,,,,0.6,,0.6,0.6,,,,0.6,,,,0.6,,,,0.6,,0.6,1278.7,,,,,,,
2/8/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1279.7,,,,,,,
2/8/22,C-172S NAVIII,N678RB,2R2,2R2,,3.0,,,,,,1.1,,1.1,,,,,,,,,,,1.1,,1.1,,1.1,1280.8,,,,,,,
2/9/22,SR20,N43VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1281.7,,,,,,,
2/9/22,SR20,N48VU,KEYE,KMQJ-KEYE,,3.0,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1282.7,,,,,,,
2/10/22,SR20,N43VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1283.7,,,,,,,
2/10/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1284.6,,,,,,,
2/11/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1285.6,,,,,,,
2/11/22,SR20,N43VU,KEYE,KTYQ,,1.0,,,,,,0.4,,0.4,0.4,,,,,,,,0.4,,0.4,,0.4,,0.4,1286.0,,,,,,,
2/11/22,SR20,N46VU,KTYQ,KEYE,,1.0,,,,,,0.4,,0.4,0.4,,,,,,,,0.4,,0.4,,0.4,,0.4,1286.4,,,,,,,
2/12/22,SR20,N48VU,KEYE,KEYE,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,1287.4,,,,,,,
2/12/22,SR20,N48VU,KEYE,KEYE,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,1288.4,,,,,,,
2/12/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1289.4,,,,,,,
2/12/22,SR20,N48VU,KEYE,KLAF-KMCX-KEYE,,,3.0,,,,,1.5,,1.5,1.5,,,,1.5,,,,1.5,1.5,1.5,,1.5,,1.5,1290.9,,,,,,,
2/13/22,C-172S NAVIII,N678RB,2R2,KUMP-2R2,,3.0,,,,,,1.3,,1.3,,,,,,,,,1.3,,1.3,,1.3,,1.3,1292.2,,,,,,,
2/14/22,SR20,N48VU,KEYE,KEYE,1.0,1.0,,,,,,0.6,,0.6,0.6,,,,,0.3,,,,,0.6,,0.6,,0.6,1292.8,,,,,,,
2/14/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1293.8,,,,,,,
2/14/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1294.8,,,,,,,
2/14/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1295.8,,,,,,,
2/15/22,C-172S NAVIII,N678RB,2R2,KDCY-2R2,,2.0,,,,,,1.9,,1.9,,,,,,,,,1.9,1.9,1.9,,1.9,,1.9,1297.7,,,,,,,
2/15/22,C-172S NAVIII,N678RB,2R2,2R2,,3.0,,,,,,1.3,,1.3,,,,,,,,,,,1.3,,1.3,,1.3,1299.0,,,,,,,
2/15/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1300.1,,,,,,,
2/15/22,SR20,N46VU,KEYE,KEYE,,,1.0,,,,,0.9,,0.9,0.9,,,,0.9,,,,,,0.9,,0.9,,0.9,1301.0,,,,,,,
2/17/22,SR20,N42VU,KEYE,KEYE,2.0,1.0,,,,,,1.1,,1.1,1.1,,,,,0.7,,,,,1.1,,1.1,,1.1,1302.1,,,,,,,
2/18/22,SR20,N48VU,KEYE,KBMG-KEYE,,2.0,,,,,,1.3,,1.3,1.3,,,,,,,,1.3,,1.3,,1.3,,1.3,1303.4,,,,,,,
2/18/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1304.5,,,,,,,
2/18/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1305.5,,,,,,,
2/18/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,0.8,,0.8,0.8,,,,,,,,,,0.8,,0.8,,0.8,1306.3,,,,,,,
2/19/22,SR20,N42VU,KEYE,KLAF-KMCX-KEYE,,3.0,,,,,,1.8,,1.8,1.8,,,,,,,,1.8,1.8,1.8,,1.8,,1.8,1308.1,,,,,,,
2/21/22,SR20,N48VU,KEYE,KLAF-KEYE,,2.0,,,,,,2.4,,2.4,2.4,,,,,,,,2.4,2.4,2.4,,2.4,,2.4,1310.5,,,,,,,
2/21/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.8,,1.8,1.8,,,,,0.1,,,,,1.8,,1.8,,1.8,1312.3,,,,,,,
2/21/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.6,,1.6,1.6,,,,,0.7,,,,,1.6,,1.6,,1.6,1313.9,,,,,,,
2/21/22,SR20,N47VU,KEYE,KTYQ-KEYE,,,2.0,,,,,0.6,,0.6,0.6,,,,0.6,,,,0.6,,,,0.6,,0.6,1314.5,,,,,,,
2/22/22,SR20,N44VU,KEYE,KEYE,3.0,1.0,,,,,,2.0,,2.0,2.0,,,,,1.7,,,,,2.0,,2.0,,2.0,1316.5,,,,,,,
2/22/22,SR20,N44VU,KEYE,KEYE,2.0,1.0,,,,,,1.6,,1.6,1.6,,,,,1.3,,,,,1.6,,1.6,,1.6,1318.1,,,,,,,
2/25/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1319.1,,,,,,,
2/25/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1320.1,,,,,,,
2/25/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1321.1,,,,,,,
2/25/22,SR20,N42VU,KEYE,KTYQ-KEYE,,1.0,,,,,,0.5,,0.5,0.5,,,,,,,,0.5,,0.5,,0.5,,0.5,1321.6,,,,,,,
2/25/22,SR20,N45VU,KEYE,KTYQ-KEYE,,1.0,,,,,,0.6,,0.6,0.6,,,,,,,,0.6,,,,0.6,,0.6,1322.2,,,,,,,
2/26/22,SR20,N46VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1323.3,,,,,,,
2/26/22,C-172N,N1057F,2R2,KGPC-2R2,,3.0,,,,,,1.2,,,,,,,,,,,1.2,,1.2,,1.2,,1.2,1324.5,,,,,,,
2/26/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.3,,1.3,1.3,,,,,,,,,,1.3,,1.3,,1.3,1325.8,,,,,,,
2/26/22,SR20,N44VU,KEYE,KHFY-KEYE,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1326.8,,,,,,,
2/27/22,C-172N,N1057F,2R2,6I4-KEYE-2R2,,5.0,,,,,,1.5,,,,,,,,,,,1.5,,1.5,,1.5,,1.5,1328.3,,,,,,,
2/27/22,C-172N,N1057F,2R2,2R2,,1.0,,,,,,0.6,,0.6,0.6,,,,,,,,,,0.6,,0.6,,0.6,1328.9,,,,,,,
2/28/22,SR20,N41VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1329.9,,,,,,,
2/28/22,SR20,N41VU,KEYE,KUMP-KEYE,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1330.9,,,,,,,
2/28/22,SR20,N41VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1331.8,,,,,,,
2/28/22,SR20,N47VU,KEYE,KHFY-KLAF-KHFY-KEYE,,5.0,,,,,,2.3,,2.3,2.3,,,,0.5,,,,2.3,2.3,2.3,,2.3,,2.3,1334.1,,,,,,,
3/1/22,C-172S NAVIII,N678RB,2R2,KEYE-2R2,,5.0,,,,,,1.5,,1.5,,,,,,,,,1.5,,1.5,,1.5,,1.5,1335.6,,,,,,,
3/1/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1336.8,,,,,,,
3/1/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1337.8,,,,,,,
3/1/22,SR20,N47VU,KEYE,KEYE,,5.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1338.8,,,,,,,
3/2/22,SR20,N41VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1339.9,,,,,,,
3/2/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1340.9,,,,,,,
3/2/22,SR20,N45VU,KEYE,KEYE,,2.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1341.8,,,,,,,
3/2/22,SR20,N47VU,KEYE,KHFY-1C5-KHFY-KEYE,,2.0,2.0,,,,,3.3,,3.3,3.3,,,,2.0,,,,3.3,3.3,3.3,,3.3,,3.3,1345.1,,,,,,,
3/2/22,SR20,N47VU,KEYE,KUMP-KEYE,,,2.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,1346.1,,,,,,,
3/3/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1347.2,,,,,,,
3/3/22,C-172S NAVIII,N678RB,2R2,KEYE-2R2,,8.0,,,,,,1.8,,1.8,,,,,,,,,1.8,,1.8,,1.8,,1.8,1349.0,,,,,,,
3/3/22,SR20,N47VU,KEYE,KHFY-KEYE-KHFY-KEYE,,4.0,,,,,,1.5,,1.5,1.5,,,,,,,,1.5,,1.5,,1.5,,1.5,1350.5,,,,,,,
3/5/22,SR20,N41VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1351.7,,,,,,,
3/5/22,SR20,N47VU,KTYQ,KEYE,,1.0,,,,,,0.3,,0.3,0.3,,,,,,,,0.3,,0.3,,0.3,,0.3,1352.0,,,,,,,
3/5/22,C-172S NAVIII,N678RB,2R2,2R2,,1.0,,,,,,0.8,,0.8,,,,,,,,,,,0.8,,0.8,,0.8,1352.8,,,,,,,
3/5/22,C-172S NAVIII,N678RB,2R2,KUMP-2R2,,2.0,,,,,,0.8,,0.8,,,,,,,,,0.8,,,,0.8,,0.8,1353.6,,,,,,,
3/8/22,C-172S NAVIII,N678RB,2R2,2R2,,3.0,,,,,,0.6,,0.6,,,,,,,,,,,0.6,,0.6,,0.6,1354.2,,,,,,,
3/8/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,0.5,,,,,,1.0,,1.0,,1.0,1355.2,,,,,,,
3/8/22,SR20,N44VU,KEYE,KEYE,,,1.0,,,,,1.1,,1.1,1.1,,,,1.1,,,,,,1.1,,1.1,,1.1,1356.3,,,,,,,
3/8/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1357.2,,,,,,,
3/9/22,SR20,N44VU,KTYQ,KEYE,,1.0,,,,,,0.3,,0.3,0.3,,,,,,,,0.3,,,,0.3,,0.3,1357.5,,,,,,,
3/9/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1358.6,,,,,,,
3/9/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.4,,1.4,1.4,,,,,,,,,,1.4,,1.4,,1.4,1360.0,,,,,,,
3/9/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1361.1,,,,,,,
3/9/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,1.1,,,,,,1.1,,1.1,,1.1,1362.2,,,,,,,
3/10/22,C-172S NAVIII,N678RB,2R2,KHUF-2R2,,2.0,,,,,,1.3,,1.3,,,,,,,,,1.3,1.3,1.3,,1.3,,1.3,1363.5,,,,,,,
3/10/22,C-182RGT,N63BD,KEYE,KJYG-KCYS,,,,,,,,10.7,,10.7,10.7,10.7,,,4.0,2.0,5.6,,10.7,10.7,,,10.7,,10.7,1374.2,,,,,,,
3/12/22,C-182RGT,N63BD,KCYS,KGJT-L35-KAVX-KBKX,,,,,,,,10.7,,10.7,10.7,10.7,,,3.0,,5.6,,10.7,10.7,,,10.7,,10.7,1384.9,,,,,,,
3/13/22,C-182RGT,N63BD,KBKX,KPVJ-KJVY,,7.0,,,,,,10.8,,10.8,10.8,10.8,,,,,5.7,,10.8,10.8,,,10.8,,10.8,1395.7,,,,,,,
3/14/22,SR20,N41VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1396.6,,,,,,,
3/14/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1397.7,,,,,,,
3/14/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1398.7,,,,,,,
3/16/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1399.8,,,,,,,
3/16/22,SR20,N43VU,KEYE,KEYE,,1.0,,,,,,0.8,,0.8,0.8,,,,,,,,,,0.8,,0.8,,0.8,1400.6,,,,,,,
3/16/22,SR20,N47VU,KEYE,KTYQ-KEYE,,2.0,,,,,,1.2,,1.2,1.2,,,,,,,,1.2,,1.2,,1.2,,1.2,1401.8,,,,,,,
3/16/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1402.7,,,,,,,
3/16/22,C-172S NAVIII,N678RB,2R2,KEYE-KHFY-KUMP-2R2,,,4.0,,,,,1.6,,1.6,,,,,1.6,,,,,,1.6,,1.6,,1.6,1404.3,,,,,,,
3/16/22,SR20,N47VU,KEYE,KEYE,,1.0,,,,,,1.4,,1.4,1.4,,,,,,,,,,1.4,,1.4,,1.4,1405.7,,,,,,,
3/18/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1406.9,,,,,,,
3/18/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1408.0,,,,,,,
3/18/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1409.1,,,,,,,
3/18/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,0.3,,0.3,0.3,,,,,,,,,,0.3,,0.3,,0.3,1409.4,,,,,,,
3/20/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,0.8,,0.8,0.8,,,,,,,,,,0.8,,0.8,,0.8,1410.2,,,,,,,
3/20/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1411.2,,,,,,,
3/20/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.3,,1.3,1.3,,,,,,,,,,1.3,,1.3,,1.3,1412.5,,,,,,,
3/20/22,C-172S NAVIII,N678RB,2R2,KDAY-2R2,,2.0,,,,,,2.5,,2.5,,,,,,,,,2.5,2.5,2.5,,2.5,,2.5,1415.0,,,,,,,
3/21/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1416.2,,,,,,,
3/22/22,SR20,N46VU,KEYE,KEYE,,1.0,,,,,,0.8,,0.8,0.8,,,,,0.1,,,,,0.8,,0.8,,0.8,1417.0,,,,,,,
3/23/22,SR20,N48VU,KEYE,KEYE,2.0,1.0,,,,,,1.1,,1.1,1.1,,,,,0.7,,,,,1.1,,1.1,,1.1,1418.1,,,,,,,
3/23/22,SR20,N48VU,KEYE,KEYE,3.0,1.0,,,,,,1.6,,1.6,1.6,,,,,1.0,,,,,1.6,,1.6,,1.6,1419.7,,,,,,,
3/23/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.4,,1.4,1.4,,,,,0.9,,,,,1.4,,1.4,,1.4,1421.1,,,,,,,
3/27/22,C-172S NAVIII,N678RB,2R2,KCMI-2R2,,2.0,,,,,,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,,2.0,,2.0,1423.1,,,,,,,
3/28/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1424.1,,,,,,,
3/28/22,SR20,N46VU,KGEZ,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,1.2,,1.2,,1.2,,1.2,1425.3,,,,,,,
3/28/22,SR20,N46VU,KEYE,KGEZ,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,1.2,,1.2,,1.2,,1.2,1426.5,,,,,,,
3/28/22,SR20,N46VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1427.4,,,,,,,
3/28/22,SR20,N46VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1428.6,,,,,,,
3/29/22,SR20,N45VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1429.7,,,,,,,
3/29/22,C-172S NAVIII,N678RB,2R2,7L8-2R2,,5.0,,,,,,2.0,,2.0,,,,,,,,,2.0,,2.0,,2.0,,2.0,1431.7,,,,,,,
3/30/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1432.7,,,,,,,
3/30/22,SR20,N48VU,KEYE,KUMP-KMQJ-KEYE,,3.0,,,,,,1.1,,1.1,1.1,,,,,,,,1.1,,1.1,,1.1,,1.1,1433.8,,,,,,,
4/1/22,SR20,N41VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1434.8,,,,,,,
4/1/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1435.7,,,,,,,
4/1/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1436.9,,,,,,,
4/2/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1437.8,,,,,,,
4/2/22,SR20,N42VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,,,,,,1.1,,1.1,,1.1,1438.9,,,,,,,
4/2/22,C-150L,N11952,2R2,KBAK-2R2,,5.0,,,,,,1.5,,,,,,,,,,,1.5,,1.5,,1.5,,1.5,1440.4,,,,,,,
4/3/22,SR20,N43VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,,,,,,0.9,,0.9,,0.9,1441.3,,,,,,,
4/3/22,PA32R-301,N8036D,KEYE,KEYE,1.0,1.0,,,,,,2.0,,,2.0,2.0,,,,0.1,,,,,2.0,,2.0,,2.0,1443.3,,,,,,,
4/4/22,SR20,N43VU,KEYE,KEYE,,1.0,,,,,,2.2,,2.2,2.2,,,,,,,,,,2.2,,2.2,,2.2,1445.5,,,,,,,
4/5/22,SR20,N48VU,KEYE,KEYE,3.0,1.0,,,,,,1.5,,1.5,1.5,,,,,1.0,,,,,1.5,,1.5,,1.5,1447.0,,,,,,,
4/5/22,SR20,N48VU,KEYE,KCMI-KEYE,5.0,2.0,,,,,,2.8,,2.8,2.8,,,,,2.0,,,2.8,2.8,2.8,,2.8,,2.8,1449.8,,,,,,,
4/5/22,SR20,N43VU,KEYE,KEYE,3.0,1.0,,,,,,1.9,,1.9,1.9,,,,1.9,0.5,,,,,1.9,,1.9,,1.9,1451.7,,,,,,,
4/6/22,SR20,N48VU,KEYE,KEYE,2.0,1.0,,,,,,1.5,,1.5,1.5,,,,,1.2,,,,,1.5,,1.5,,1.5,1453.2,,,,,,,
4/6/22,SR20,N48VU,KEYE,KEYE,2.0,1.0,,,,,,0.8,,0.8,0.8,,,,,0.1,,,,,0.8,,0.8,,0.8,1454.0,,,,,,,
4/6/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,0.9,,0.9,0.9,,,,,0.1,,,,,0.9,,0.9,,0.9,1454.9,,,,,,,
4/10/22,C-172S NAVIII,N678RB,2R2,KHUF-3I3-2R2,,8.0,,,,,,2.3,,2.3,,,,,,,,,2.3,,2.3,,2.3,,2.3,1457.2,,,,,,,
4/10/22,C-150L,N11952,2R2,2R2,,4.0,,,,,,1.2,,,,,,,,,,,,,1.2,,1.2,,1.2,1458.4,,,,,,,
4/11/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1459.4,,,,,,,
4/11/22,SR20,N48VU,KEYE,KEYE,,1.0,,,,,,1.3,,1.3,1.3,,,,,,,,,,1.3,,1.3,,1.3,1460.7,,,,,,,
4/11/22,SR20,N48VU,KEYE,KBAK-KBMG-KEYE,3.0,1.0,,,,,,1.9,,1.9,1.9,,,,,1.3,,,1.9,,1.9,,1.9,,1.9,1462.6,,,,,,,
4/11/22,SR20,N48VU,KEYE,KEYE,1.0,1.0,,,,,,1.6,,1.6,1.6,,,,,1.4,,,,,1.6,,1.6,,1.6,1464.2,,,,,,,
4/12/22,SR20,N43VU,KEYE,5I4-KEYE,,2.0,,,,,,1.1,,1.1,1.1,,,,,,,,1.1,,1.1,,1.1,,1.1,1465.3,,,,,,,
4/12/22,C-172S NAVIII,N678RB,2R2,KLOU-2R2,2.0,2.0,,,,,,2.4,,2.4,2.4,,,,,2.0,,,2.4,2.4,2.4,,2.4,,2.4,1467.7,,,,,,,
4/13/22,SR20,N44VU,KEYE,KEYE,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,0.2,,,,,1.0,,1.0,,1.0,1468.7,,,,,,,
4/14/22,C-172S NAVIII,N678RB,2R2,KAID-2R2,,2.0,,,,,,1.4,,1.4,,,,,,,,,1.4,,1.4,,1.4,,1.4,1470.1,,,,,,,
4/15/22,SR20,N42VU,KEYE,KUMP-KEYE,,5.0,,,,,,1.2,,1.2,1.2,,,,,,,,1.2,,1.2,,1.2,,1.2,1471.3,,,,,,,
4/15/22,SR20,N42VU,KEYE,5I4-KEYE,,2.0,,,,,,1.9,,1.9,1.9,,,,,,,,1.9,,1.9,,1.9,,1.9,1473.2,,,,,,,
4/15/22,SR20,N43VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1474.4,,,,,,,
4/15/22,SR20,N47VU,KEYE,5I4-KTYQ,,2.0,,,,,,0.8,,0.8,0.8,,,,,,,,0.8,,0.8,,0.8,,0.8,1475.2,,,,,,,
4/15/22,SR20,N47VU,KTYQ,KEYE,,2.0,,,,,,0.8,,0.8,0.8,,,,,,,,0.8,,0.8,,0.8,,0.8,1476.0,,,,,,,
4/16/22,SR20,N44VU,KEYE,KEYE,,1.0,,,,,,1.2,,1.2,1.2,,,,,,,,,,1.2,,1.2,,1.2,1477.2,,,,,,,
4/16/22,C-172S NAVIII,N678RB,2R2,KUMP-2R2,,8.0,,,,,,1.9,,1.9,1.9,,,,,,,,1.9,,1.9,,1.9,,1.9,1479.1,,,,,,,
4/16/22,SR20,N44VU,KEYE,KLOU-KHFY-KEYE,,3.0,,,,,,3.6,,3.6,3.6,,,,,,,,3.6,,3.6,,3.6,,3.6,1482.7,,,,,,,
4/19/22,SR20,N46VU,KEYE,KEYE,,1.0,,,,,,1.1,,1.1,1.1,,,,,0.2,,,,,1.1,,1.1,,1.1,1483.8,,,,,,,
